Date,Label,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,top31,top32,top33,top34,top35,top36,top37,top38,top39,top40,top41,top42,top43,top44,top45,top46,top47,top48,top49,top50,top51,top52,top53,top54,top55,top56
2020-03-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,1,pentagon asks to reconsider awarding huge cloud contract to amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,1,amazon bans then reinstates hitler’s ‘mein kampf’,to focus on necessities amazon stops accepting some items in warehouses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,0,strikes at instacart and amazon over coronavirus health concerns,we need amazon during the coronavirus. that’s a problem.,local caterer propped up by amazon serves new clientele: public housing residents,amazon (amzn) issues fba fee waiver to stoke seller interest,new york city to probe amazon firing of warehouse worker,update 1-new york city to probe amazon firing of warehouse worker,amazon (amzn) stock moves -0.72%: what you should know,here&quot;s everything new on amazon prime video in april 2020,washington state attorney general warns 5 businesses to stop coronavirus price-gouging of sanitizer masks on amazon,amazon fires warehouse worker who staged walkout,amazon and microsoft actually ended the first quarter higher as most of the market tanked,amazon&quot;s (amzn) lyft deal boosts efforts to fight coronavirus,ny ag wants probe over fired amazon worker... whole foods workers stage sickout,amazon sought &#39;retaliation&#39; when it fired worker who led coronavirus walkout: ny ag,amazon fires strike leader ny demands investigation,amazon starts checking workers&quot; temperatures at some warehouses,nyc mayor bill de blasio orders investigation of amazon&quot;s firing of strike organizer,amazon facility appears headed to this industrial site in concord,how amazon and other tech giants are helping us through coronavirus,stock market update: amazon microsoft among this quarter&quot;s winners,amazon to ink deal for more space in st. louis,amazon&quot;s red cross parcels,aws announces general availability of amazon detective,amazon fires worker who organized warehouse walkout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,0,the best movies and tv shows coming to netflix amazon and more in april,leaders of nation&quot;s largest labor unions pressure amazon ceo jeff bezos on coronavirus response,the man who grew his own amazon rainforest,apple will stop taking cut of some amazon video purchases on app store,ny attorney general on zoom privacy probe amazon employee firing,apple has a new agreement with amazon that lets you rent movies through prime video on iphone,update 2-amazon warehouse workers protest near detroit days after nyc walkout,ny lawmakers unions urge jeff bezos to close amazon warehouses hit by coronavirus,amazon prime video now allows in-app purchases on ios     - cnet,amazon partners with lyft to deliver packages and groceries,amazon warehouse workers protest near detroit days after nyc walkout,update 1-amazon warehouse workers protest near detroit days after nyc walkout,project $1m: march was tough but amazon and tencent helped ease the pain,amazon employees make damning accusations against company&quot;s virus precautions,amazon contractors enduring &quot;subhuman&quot; conditions in philippines,amazon warehouse workers protest near detroit,naturally splendid to launch products on amazon as online shopping spikes with coronavirus pandemic,amazon workers in michigan plant to walk out as third coronavirus case confirmed,warnermedia names former hulu and amazon exec jason kilar as ceo (t),some of amazon&quot;s &quot;hero&quot; workers protest over coronavirus; company defers loan payments for third-party sellers,amazon charts show it&quot;s ripe for a bounce back toward record high says market analyst,amazon workers plan strike at michigan warehouse to call for coronavirus protections,amazon buys big dublin office building amid east bay expansion,best apple watch deals for 2020: series 5 down to $360 at amazon     - cnet,10 reasons to buy amazon stock -- and consider never selling,amazon climate group joins call for better protections in warehouses     - cnet,next frontier in microsoft google amazon cloud battle is over a world without code,the coronavirus response could forever change how amazon uber and others utilize contract workers,amazon&quot;s covid-19 conundrum; polluters capitalise on chaos; ceos plan post-pandemic life,amazon is &quot;hotbed of contamination&quot; as workers grapple with covid-19 risks,the best movies and tv shows coming to netflix hbo amazon prime and hulu in april,new york city investigates amazon for human rights violation during coronavirus pandemic,amazon investigated after firing worker who went on strike over coronavirus,"amazon.com (nasdaq:amzn) earns ""buy"" rating from bank of america",hourly amazon workers fearing coronavirus risks wonder why they must staff empty office buildings,amazon alphabet and microsoft: cheap compared to significant growth in cloud services,coronavirus: amazon fires worker who organized walkout,,,,,,,,,,,,,,,,,,,
2020-04-02,1,amazon pushes into making video games not just streaming their play,my partner works in an amazon warehouse. i’m worried — and proud.,the best movies and tv shows new to netflix amazon and stan in australia in april,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,0,‘we didn’t sign up for this’: amazon workers on the front lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,1,it’s now amazon’s turn in the spotlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,1,amazon to suspend operations in france over coronavirus dispute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,1,when even amazon is sold out of exploding kittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,0,reliable amazon isn’t anymore,bezos takes back the wheel at amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,0,amazon loses appeal of french order to stop selling nonessential items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,0,new york attorney general scrutinizes amazon for firing warehouse worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,1,how french workers took on amazon in the middle of a pandemic and won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,1,the best movies and tv shows new to netflix amazon and stan in australia in may,amazon sells more but warns of much higher costs ahead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,0,the best movies and tv shows coming to netflix amazon and more in may,jeff bezos doubles down on amazon’s pandemic response,congress calls on jeff bezos of amazon to testify,lawmakers call on amazon&quot;s bezos to testify before congress,amazon target instacart workers stage u.s. protests on may day,update 1-amazon target instacart workers stage u.s. protests on may day,propelled by covid-19 amazon&quot;s prime subscriptions grow to $5.6 billion,covid-19 crisis is going to cost amazon $4b,bergankdv wealth management llc grows stock holdings in amazon.com inc. (nasdaq:amzn),amazon exxon mobil fall; clorox moderna rise,dow falls 622 points and stock market wipes out weekly gains to start may amid worries about china amazon and apple,global stocks drop after comments from amazon apple on covid-19 impact,aldebaran financial inc. trims position in amazon.com inc. (nasdaq:amzn),amazon.com inc. (nasdaq:amzn) stock holdings trimmed by aldebaran financial inc.,the ratings game: why charter communications could be in same &quot;exclusive&quot; club as amazon and netflix,here&quot;s amazon&quot;s &quot;biggest uncertainty&quot; as the covid-19 pandemic rages on,amazon and major retail workers strike for hazard pay and better safety,consultant insights: amazon costs become a concern for investors,nintendo switch lite is in stock at amazon best buy and target: weekend inventory update     - cnet,amazon walmart target workers hold may day strike demand coronavirus hazard pay,amazon target instacart workers protest on may day,amazon willing to take on losses in covid-19 response,stock market rally erases big gains on trump tariff threat amazon tesla amd; microsoft google facebook servicenow cheered,stocks making the biggest moves midday: tesla amazon clorox & more,amazon&quot;s pullback may only be starting,today&quot;s pickup: amazon walmart instacart workers to hold may day walkout,captive neighbors seek relief from amazon construction noise,amazon told investors they &quot;may want to take a seat&quot; here&quot;s what that means,stock market update: amazon down nearly 8% vix spikes 15%,update 2-u.s. house panel calls on amazon&quot;s bezos to testify on third-party sellers,house panel calls bezos to testify on amazon data use,amazon-heavy etfs deliver losses one day after on-line retailer offers uncertain outlook,amazon analysts react to q1 earnings: stock sell-off is short-sighted,yes there&quot;s a banana stand. concepts emerge for amazon-funded park by hq2.,cypress capital management llc acquires 90 shares of amazon.com inc. (nasdaq:amzn),amazon is not the &quot;efficient model&quot; we once thought: tech analyst,why amazon stock was sliding today,stock market news: amazon dips but clorox cleans up,amazon&quot;s jeff bezos called to testify before house antitrust panel,jeff bezos called to testify by house committee over amazon allegedly misleading congress     - cnet,us house panel calls on amazon&quot;s bezos to testify on third-party sellers,u.s. house panel calls on amazon&quot;s bezos to testify on third-party sellers,update 1-u.s. house panel calls on amazon&quot;s bezos to testify on third-party sellers,u.s. house panel calls on amazon&quot;s bezos to testify on company practices,stocks slide as amazon other companies detail virus fallout,amazon ceo jeff bezos called to testify before house panel,amzn investor alert: bronstein gewirtz & grossman llc announces investigation of amazon inc. and encourages investors to contact the firm,story stocks: amazon had boom in q1 sales but demand spike disparities and higher covid costs weigh on eps (amzn),all 152 movies coming to netflix hulu amazon and hbo this weekend,amazon ceo called to congress for misleading testimony,house judiciary committee asks jeff bezos to testify over amazon allegedly misleading congress,amazon (amzn) q1 earnings miss estimates revenues up y/y,house lawmakers demand amazon ceo jeff bezos testify in antitrust probe threatening potential subpoena,mid-morning market update: markets open lower; amazon posts mixed q1 results,dow jones slides after weak outlooks from apple amazon and other tech firms,amazon: cash on delivery
2020-05-04,1,an amazon vice president quit over firings of employees who protested,the ghost dogs of the amazon get a bit less mysterious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,0,quotation of the day: airing worries for amazon’s workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,0,senators want to know if amazon retaliated against whistle-blowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,1,lesson of the day: ‘gaps in amazon’s response as virus spreads to more than 50 warehouses’,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,1,amazon to the rescue of the fashion world!,amazon’s showdown in france tests its ability to sidestep labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,1,coronavirus u.s. jobless claims amazon: your friday briefing,amazon makes no promises on bezos testimony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,1,‘way too late’: inside amazon’s biggest outbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,0,amazon angles to grab back customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,0,amazon misses a shopping opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,1,the amazon will soon burn again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,1,amazon’s big breakdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,1,we work in an amazon warehouse. we didn’t sign up to be heroes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
